player_id,inclusion_rate,mean_lineup_projection_when_included,leverage_to_baseline
wr_nyg_golden_tate,0.0,0.0,-0.06338028169014084
wr_nyj_jamison_crowder,0.0,0.0,-0.06338028169014084
wr_nyj_jeff_smith,0.058823529411764705,182.7370544478036,-0.004556752278376139
wr_phi_alshon_jeffery,0.17647058823529413,191.42794601926258,0.11309030654515329
wr_phi_travis_fulgham,0.0,0.0,-0.06338028169014084
wr_pit_chase_claypool,0.17647058823529413,191.3710505305306,0.11309030654515329
wr_pit_diontae_johnson,0.0,0.0,-0.06338028169014084
wr_pit_juju_smith_schuster,0.0,0.0,-0.06338028169014084
wr_pit_ray_ray_mccloud_iii,0.0,0.0,-0.06338028169014084
wr_tb_chris_godwin,0.058823529411764705,185.02908831204488,-0.004556752278376139
wr_tb_mike_evans,0.17647058823529413,190.4450406163277,0.11309030654515329
wr_tb_scotty_miller,0.0,0.0,-0.06338028169014084
wr_ten_a_j_brown,0.17647058823529413,192.79713045943205,0.11309030654515329
wr_was_dontrelle_inman,0.0,0.0,-0.06338028169014084
wr_was_steven_sims_jr,0.0,0.0,-0.06338028169014084
wr_was_terry_mclaurin,0.058823529411764705,182.7370544478036,-0.004556752278376139
